4129326,294.5,11
129859248,227.5,8
4129324,291.1,10
129859251,188.5,7
129863858,811.7,28
129868005,201.2,7
129859373,273.8,10
129859380,261.2,9
129864012,157.4,6
129859377,295.8,11
129859372,372.0,13
129869216,61.4,3
129864008,734.6,26
129864270,262.6,9
129869217,61.4,3
129859379,281.8,10
129859249,241.0,9
129877095,236.4,9
4130654,263.4,10
129869221,61.4,3
129889321,160.2,6
129868004,262.6,9
129890787,293.9,11
129890788,204.4,7
129877091,193.2,7
129864013,498.7,18
129892559,174.2,6
129892564,224.8,8
129889458,146.5,6
129864651,247.2,9
129877093,365.7,13
129892550,174.2,6
129892552,380.6,14
129892556,380.7,14
129864652,204.9,8
129859378,416.8,15
129900543,593.7,21
129889320,119.6,5
129869214,61.4,3
129864007,186.5,7
129900588,435.1,15
129877094,301.1,11
129889317,243.5,9
129859250,132.1,5
129900544,519.8,18
129889459,256.3,9
129869223,147.7,6
129900540,184.7,7
129869215,61.4,3
129869222,147.6,6
129864010,180.4,7
129892560,1106.0,38
129900538,175.3,6
129892551,174.2,6
129895806,970.7,34
129900533,97.2,4
129889311,226.3,8
129889313,246.9,9
129889312,264.8,10
129892553,174.2,6
129892562,174.2,6
129859374,267.3,10
129900539,64.8,3
129889309,212.1,8
129859376,301.0,11
129900532,992.2,34
129900541,71.7,3
129864277,1340.3,46
129889318,266.9,10
129864271,241.0,9
129863855,1334.1,46
129889319,208.4,8
129889456,61.3,3
129889322,301.1,11
129869220,61.4,3
129869219,61.4,3
129868009,43.0,2
129864014,2543.1,87
129859375,293.4,11
129890789,256.2,9
129868008,224.9,8
129864011,961.9,33
129864272,278.1,10
4130475,408.6,14
129900535,65.5,3
129900536,271.6,10
129892563,174.2,6
129890786,182.5,7
129900537,1701.3,59
129877092,210.8,8
129869218,61.4,3
129900534,162.2,6
129892558,174.2,6
129892555,280.3,10
129889457,145.7,5
129900542,556.9,20
129900587,217.7,8
129900589,162.6,6
129901000,180.6,7
129901002,253.0,9
129901003,202.5,7
129900590,162.6,6
129901006,202.3,7
129901004,267.5,10
129901007,213.4,8
129901009,178.0,7
129901008,181.0,7
129901025,178.0,7
129901010,266.3,10
129901023,235.4,9
129901026,319.6,11
129901005,181.0,7
129901021,290.1,10
129901075,182.9,7
129901012,212.7,8
129901076,295.7,11
129901072,220.2,8
129901024,345.0,12
129901082,170.6,6
129901074,232.5,8
129901067,232.1,8
129901070,213.6,8
129901011,146.2,6
129901022,260.8,9
129901078,271.0,10
129901073,138.7,5
129901027,293.7,11
129901001,357.6,13
129901083,176.1,7
129901080,176.6,7
129901068,68.7,3
129901079,213.1,8
129901081,239.7,9
129901201,154.0,6
129901210,304.7,11
129901077,240.1,9
129863854,519.2,18
129892548,174.3,6
129901020,184.4,7
129901071,38.3,2
129901069,215.5,8
129901199,161.7,6
129901204,334.1,12
129901208,206.0,8
129901200,227.5,8
129895835,1726.5,60
129901203,220.0,8
129901212,271.1,10
129901263,191.8,7
129901211,286.2,10
129901262,227.4,8
129901084,313.8,11
129901274,226.8,8
129901276,289.7,10
129901283,187.4,7
129901202,173.1,6
129901259,186.3,7
129901261,256.7,9
129901209,275.8,10
129901265,231.4,8
129901285,295.2,11
129901271,268.5,10
129901273,223.6,8
129901258,206.1,8
129901269,236.7,9
129901311,203.7,7
129901288,245.7,9
129901289,214.4,8
129901316,206.3,8
129901272,196.0,7
129901290,169.0,6
129901264,140.6,5
129901270,239.4,9
129901287,227.9,8
129901370,337.4,12
129901286,201.1,7
