way_id,node_lat,node_lon
114573111,-20.1742894,57.5045602
97938206,-20.1445365,57.4900251
114573114,-20.0716161,57.6154305
114573108,-20.1530711,57.4992768
22909133,-20.1534954,57.5003415
114573123,-20.1645082,57.4656451
79086561,-20.1568964,57.4989816
114573124,-20.1621677,57.5020531
78357294,-20.1540837,57.5005045
114573136,-20.1846696,57.6343964
109845323,-20.2327495,57.499346
97955192,-20.0666148,57.5985381
114573149,-20.1543298,57.4996683
114573133,-20.1741261,57.5021439
96621892,-20.1304967,57.5212092
96614585,-20.1548365,57.5005864
114573099,-20.0077615,57.5810996
97938204,-20.2429629,57.4962309
158587920,-20.1549832,57.5005109
114573144,-20.1547999,57.5018326
114573101,-20.1475065,57.4897487
158575980,-20.4295498,57.6731011
114573158,-20.2135732,57.4675142
97955188,-20.0717989,57.6166035
117442425,-20.0677407,57.5981287
78357291,-20.1563359,57.5045736
114573135,-20.208256,57.5182761
158575968,-20.1557431,57.5032735
114573130,-20.1547151,57.5027647
114573126,-20.1652832,57.501572
114573122,-20.2456223,57.4523161
96621890,-20.2448582,57.4513526
22909139,-20.2453292,57.4514763
78357293,-20.2458016,57.4510155
158575973,-20.4310469,57.6762153
114573097,-20.2693037,57.4460012
97955193,-20.183548,57.5864435
94517360,-20.2453424,57.4514148
114573148,-20.245739,57.4518418
114573131,-20.2457892,57.4515959
114573121,-20.2454537,57.4527918
79086334,-20.2455587,57.4510754
114573157,-20.2456299,57.4518115
97955198,-20.1957986,57.7713391
114573125,-20.4308857,57.674699
117441753,-19.9865057,57.6222371
172972089,-20.1743694,57.5024482
176593732,-20.0088482,57.5795001
176593735,-20.2454344,57.4525073
176596543,-20.1552994,57.5005188
176593734,-20.1474924,57.4893968
179041980,-20.4336142,57.6785196
204254905,-20.1959542,57.7715428
204352585,-20.244792,57.451594
178840883,-20.06807,57.6005713
204352593,-20.148391,57.489184
176596542,-20.1093856,57.6893523
178815429,-20.1556322,57.501757
206290342,-20.1543081,57.5008994
204352592,-20.1363349,57.5230352
206290665,-20.245846,57.4513437
206381090,-20.2456537,57.4506322
189411885,-20.2460005,57.4507366
200519316,-20.24598,57.450779
206479648,-20.2455296,57.4512125
206662682,-20.2452184,57.4531576
176593737,-20.2455303,57.4506154
176593736,-20.1484989,57.4899313
178808812,-20.2065639,57.4695515
207159881,-20.2448793,57.4741165
210625454,-20.319631,57.525602
210625459,-20.1451664,57.4923439
210625461,-20.2121541,57.4700047
210625460,-20.1445227,57.4893054
210627571,-20.0368441,57.54423
210627572,-20.1472541,57.4891278
210625456,-20.158797,57.48906
210627588,-20.1535194,57.5009079
210627577,-20.32727,57.3836706
210627582,-20.1552208,57.5002949
210627587,-20.2477615,57.4759469
210627586,-20.2451887,57.4532146
210627575,-20.245345,57.4531422
210627593,-20.2454883,57.4513897
210627574,-20.2449172,57.4511008
210627592,-20.155984,57.5014318
210627576,-20.2453083,57.450946
210627589,-20.2096405,57.4673398
210627580,-20.245352,57.4527642
210627583,-20.2457366,57.4513139
210627573,-20.1359597,57.524515
210627584,-20.0669628,57.5978274
210627590,-20.2099129,57.4664511
210627581,-20.244897,57.4516236
210627594,-20.1970175,57.7794689
210627600,-20.2054565,57.5192146
210627595,-20.2449645,57.4513818
210627602,-20.2456867,57.4515614
210627605,-20.1962249,57.7715878
223529939,-20.0411684,57.6579317
210627601,-20.2458626,57.4507585
210627606,-20.3193514,57.524715
223529938,-20.3164223,57.5227233
223524041,-20.2455345,57.4525601
210627607,-20.3189479,57.526091
220390794,-20.5188745,57.5242786
223559505,-20.2268958,57.4681739
211082719,-20.4052869,57.7117661
223531068,-20.0132627,57.5865578
210627604,-20.2455138,57.4522841
223529941,-20.2267202,57.4676732
223529935,-20.2262012,57.4678574
210627597,-20.3192743,57.5254326
224268361,-20.4037912,57.6978468
210627603,-20.2274818,57.4681689
231204354,-20.4043994,57.5948458
238060663,-20.2734359,57.7875514
238061373,-20.5018427,57.4127216
238060899,-20.2449521,57.4531772
238061626,-20.2142644,57.4699942
238059402,-20.2538447,57.4918633
238117708,-20.2249202,57.4675042
251185136,-20.4230665,57.4181074
245264945,-20.2281341,57.4694435
256686852,-20.2652731,57.8028182
262043444,-20.2415458,57.4722332
238114711,-20.2459212,57.4510339
267090872,-20.3150793,57.5232225
238114023,-19.8810814,57.6648842
254303618,-19.8735464,57.6618889
252916148,-20.0578581,57.6874246
262042845,-19.8822353,57.6640557
267090874,-20.3579952,57.3676245
267090865,-20.048682,57.6171826
223723918,-20.5029067,57.4077531
267264519,-20.4248487,57.3911779
267264518,-20.2449928,57.4530604
267488961,-19.874007,57.6618015
267264520,-20.2571044,57.4910689
267488962,-19.8817627,57.6501609
267488963,-20.0440369,57.6850261
267488966,-20.3965025,57.367799
267488967,-20.2573292,57.8081618
267826947,-20.4171089,57.3663167
267488964,-20.0347685,57.6794991
267488968,-20.4501618,57.3400352
267488965,-20.3152084,57.5423062
267826949,-20.4185785,57.3465087
267826951,-20.4175009,57.3422695
267826957,-20.3966577,57.3677337
267826945,-20.425091,57.3924537
267826954,-20.4243933,57.385917
267826958,-20.4220576,57.3889872
267826959,-19.881237,57.6648041
267826961,-19.8818301,57.6501583
267826962,-19.8797126,57.6653749
267826970,-20.4179276,57.3663969
267826967,-20.417039,57.3664504
267826964,-20.4176916,57.3423926
267826966,-20.4054552,57.3755307
267826969,-20.4362411,57.6740877
267826972,-20.3480302,57.6153085
267826974,-20.4115706,57.70661
267826975,-20.4303174,57.359285
267826983,-20.2570422,57.4137432
267826979,-20.2573506,57.4135239
267826982,-20.4502978,57.3397692
270046728,-20.4062142,57.3736312
267826977,-20.2573556,57.4139195
267826980,-20.174282,57.4920838
270049636,-20.4225197,57.3859162
269908279,-20.4172615,57.3669571
270049637,-20.4127852,57.3757526
270046727,-20.2565445,57.4124391
270049638,-20.2992379,57.4536505
275427956,-20.1749152,57.4924165
275432187,-20.4128157,57.3756098
271172349,-20.4019164,57.3698191
283581996,-20.2579615,57.4135511
275703149,-20.2575418,57.4135159
287498913,-20.2569959,57.4146128
287499371,-20.372316,57.3607989
287499310,-20.2568784,57.4133599
287499243,-20.4019908,57.3697508
287499329,-20.2568907,57.412815
287499655,-20.2569735,57.4155617
287500658,-20.2568143,57.4146265
287500887,-20.2577827,57.4154079
287499931,-20.257016,57.4151036
287499385,-20.257651,57.4131516
287500888,-20.4175115,57.3665521
287500960,-20.2986589,57.4530774
287500958,-20.2572742,57.4153627
287500886,-20.2570408,57.414045
287500967,-20.2575519,57.414857
287501058,-20.2570455,57.4144607
287501059,-20.1740984,57.4919821
287501068,-20.0090341,57.5799636
287501206,-20.2572287,57.415172
287501143,-20.256996,57.413145
287501060,-20.257545,57.4150068
287504066,-20.2566636,57.4110652
287501061,-20.2577454,57.4134837
287503665,-20.2565586,57.4109875
287501144,-20.2575201,57.4152189
287501319,-20.2580813,57.4134612
287501225,-20.2563285,57.4115494
287961936,-20.1563907,57.4980152
287505108,-20.2457281,57.4197416
78356851,-20.1550066,57.4987167
287962637,-20.4314693,57.6706092
42441518,-20.2472986,57.4205562
42441515,-20.2579263,57.4129917
287505110,-20.012871,57.5846976
78356855,-20.1735876,57.5060414
287962822,-20.4281319,57.673212
158575999,-20.246274,57.4211533
78357232,-20.0102396,57.5863046
33141493,-20.4274024,57.6720697
153856152,-20.257974,57.4127252
158584762,-20.1606662,57.4985195
117551184,-20.1470238,57.497082
287962475,-20.2571798,57.4120532
78357227,-20.1478211,57.4898537
117551188,-20.1774114,57.4677579
78356071,-20.1743015,57.4702277
117551185,-20.1775682,57.4671616
287962823,-20.2583168,57.4136726
287962824,-20.177167,57.4692994
114573098,-20.0556564,57.5834012
297229658,-20.1760873,57.4684216
287963077,-20.1595269,57.5007905
304532191,-20.2581175,57.4129966
170362036,-20.1482956,57.4962202
305145013,-20.2231954,57.4949401
305143434,-20.176087,57.4682142
305508770,-20.1683556,57.4642552
305142341,-20.4048589,57.5980428
305510575,-20.012718,57.6522167
305142337,-20.1674124,57.505625
305508766,-20.1994033,57.7758666
305510578,-20.0972771,57.5739056
305508767,-20.1774562,57.4677095
305510576,-20.1645559,57.4636838
204357389,-20.1757872,57.4682366
205773133,-20.2561641,57.4116069
210625452,-20.1542925,57.4886679
210625453,-20.1761455,57.4677013
208171768,-20.1761542,57.4683341
305510581,-20.1761402,57.4676127
305510583,-20.1761259,57.4673286
305510584,-20.1761305,57.4674551
305510586,-20.1757897,57.4678037
305510589,-20.1760687,57.4674604
305510591,-20.1761509,57.4680444
305510592,-20.1762832,57.4677737
305510593,-20.1757896,57.468438
305510597,-20.1760735,57.4679472
305510594,-20.1650755,57.4625477
305510599,-20.1729005,57.4645613
305510598,-20.1730656,57.4648149
305510596,-20.2449824,57.4508303
305510600,-20.1735137,57.4657775
305510601,-20.1734727,57.4645484
305510603,-20.1669911,57.4856363
305510605,-20.1757885,57.4685087
305510602,-20.2450269,57.4511312
305510604,-20.1754765,57.4672182
305511986,-20.1732845,57.4655366
305511988,-20.1754648,57.4691486
305511990,-20.1759111,57.4674606
305511989,-20.176401,57.4672405
305556625,-20.1761575,57.4681995
305556628,-20.2898245,57.5102287
305556631,-20.1733013,57.4662526
305556629,-20.1757514,57.4675364
305556634,-20.1722765,57.4654243
305556644,-20.17294,57.4662775
305556626,-20.1731006,57.4658135
305556637,-20.1732622,57.4643644
305556633,-20.1753179,57.4672249
305556648,-20.1759559,57.4678226
305556646,-20.1717032,57.4643853
305556650,-20.1773901,57.4685748
224088188,-20.1761563,57.4680509
224088187,-20.171702,57.4653004
305556652,-20.1728882,57.4643771
305556649,-20.1732883,57.4650896
305556654,-20.1705785,57.4659782
305556655,-20.1731793,57.4651814
305556656,-20.172565,57.465667
305556657,-20.1726907,57.4757865
305556659,-20.1704419,57.465332
305556658,-20.1729351,57.4657784
305556662,-20.2889942,57.5106997
305556661,-20.1719944,57.4653592
305556660,-20.1711173,57.4643983
305556665,-20.1718213,57.465826
305556666,-20.1713602,57.4645068
305556664,-20.1711274,57.4654605
305556671,-20.1706111,57.4647306
305556668,-20.1705533,57.4644413
305556663,-20.1719683,57.4643823
305556669,-20.1695488,57.4655195
305556675,-20.1713917,57.4655758
305556677,-20.1700473,57.4647363
305556674,-20.1699576,57.4643896
305556682,-20.1721952,57.4647065
305556686,-20.1686943,57.4654869
305556688,-20.1697051,57.4636204
305561289,-20.1665121,57.4637836
305564320,-20.168363,57.4655771
305586522,-20.1752855,57.4665119
305564319,-20.1714042,57.4628739
305586523,-20.1686005,57.463038
305586524,-20.1765594,57.4637574
305586525,-20.1694461,57.4636833
305586528,-20.1669509,57.4635602
305586526,-20.1697818,57.4630364
305586527,-20.1668182,57.4639233
305586529,-20.1753104,57.4673623
305586530,-20.1756895,57.4630798
305586539,-20.1747545,57.4633678
305586532,-20.1685211,57.464494
305586540,-20.169012,57.4635999
305586541,-20.175396,57.4682018
305586542,-20.1709806,57.4629979
305586547,-20.1756528,57.4681187
305586544,-20.1667414,57.4631339
305586546,-20.1755042,57.4677137
305705021,-20.1749685,57.4677478
305705019,-20.1756804,57.4681777
305705020,-20.1751097,57.4678858
305705022,-20.1749652,57.4677566
305705023,-20.1759544,57.4659395
305705024,-20.1754967,57.4678853
305705026,-20.1754891,57.4675259
305705027,-20.1751097,57.4675779
305705025,-20.1758912,57.4642488
305705028,-20.1759124,57.4633416
305705029,-20.175255,57.468288
305705031,-20.1749651,57.4682988
305705032,-20.1751794,57.4682892
305705033,-20.1756779,57.4683064
305705035,-20.1750383,57.4683013
305705036,-20.1714572,57.4618534
305705039,-20.1747393,57.4684485
305705034,-20.1750914,57.4674027
305705040,-20.1751096,57.468288
305705038,-20.1747958,57.4684485
305705041,-20.1745466,57.4684485
305705043,-20.1754866,57.4677566
305705042,-20.1754992,57.4679524
305705045,-20.1746795,57.4684503
305705044,-20.1754891,57.4681401
305705046,-20.1742908,57.4684698
305705047,-20.174741,57.4677106
305705049,-20.1745184,57.4676982
305705048,-20.1744719,57.4684468
305705050,-20.1750948,57.4673284
305705051,-20.1749602,57.4673531
305705052,-20.1751346,57.4681052
