way_id,node_lat,node_lon
60438992,26.5052328,-78.6631508
51533535,20.96719,-73.67831
68429951,20.9374676,-73.6753139
24601613,20.9619964,-73.6778237
68429962,20.933797,-73.6739869
68430034,20.9596877,-73.6783585
68430061,20.9421835,-73.6756885
68430022,20.9567264,-73.6759153
68430080,26.0876863,-77.5399405
68429933,20.94031,-73.67593
68429953,25.0848511,-77.3195387
51533537,20.97406,-73.67456
68430342,20.9173252,-73.6558612
68430220,21.1022,-73.65149
68430436,20.9589567,-73.6760366
68430291,20.96691,-73.67852
68429900,20.9567545,-73.6772936
68430312,26.5049793,-78.6626479
68429934,20.96846,-73.67844
116985878,20.97389,-73.67469
68615890,20.953157,-73.678101
51533534,20.97826,-73.67662
68430269,20.9581747,-73.6764294
116985886,20.96934,-73.67833
80952812,20.9573156,-73.6725576
51533538,20.9585525,-73.6678353
68430019,25.0560535,-77.3636026
51533541,20.97835,-73.67788
68430145,26.5046697,-78.6624015
116985879,20.9563845,-73.6767498
68429835,20.9399622,-73.6751223
68430134,26.5048007,-78.6625935
68430489,26.0885681,-77.5409424
68607168,20.94818,-73.67012
68430271,25.0859225,-77.3266569
66264346,20.9431416,-73.6759061
116987487,21.04476,-73.64495
68430194,26.548026,-78.7059749
68429928,20.9350934,-73.6747257
51533532,21.10225,-73.65063
68430009,20.97389,-73.67447
68623376,20.9630426,-73.6784575
68623489,20.946564,-73.6692433
51535849,20.957454,-73.6761245
68430408,20.9435201,-73.6769128
68430430,26.5052586,-78.6631158
68430214,21.0450561,-73.6437933
68430321,20.97389,-73.67458
68430263,20.95666,-73.6743722
51533536,20.937691,-73.6753926
68430385,26.5050318,-78.6634365
68430091,26.5047017,-78.6636292
51533539,20.9402002,-73.6766121
68430496,23.5638554,-75.8724862
68430090,20.97878,-73.67619
68430463,25.0853157,-77.3240681
68607252,20.97837,-73.67829
51533542,25.0559072,-77.3655678
68607225,20.96295,-73.6776175
68430149,20.9629388,-73.6783341
68430099,25.0852402,-77.3173142
51535847,21.10208,-73.65048
68430392,20.9170431,-73.6555691
68430201,21.0500456,-73.6460025
66264358,20.9567115,-73.6777308
68430191,26.504714,-78.6617801
68429981,20.9366282,-73.6752468
68430248,20.97406,-73.67445
68607207,20.97884,-73.6782
68429841,20.9334305,-73.6738014
68430200,21.10186,-73.65045
51533533,20.9611705,-73.6776225
32121949,20.93382,-73.6741909
68607247,20.946685,-73.6688176
68430038,26.5048356,-78.6635223
68430109,25.0519876,-77.3367675
68430506,25.0848016,-77.3176162
117085716,25.0484651,-77.4645479
117085715,25.0857727,-77.3285868
68430451,20.96582,-73.6783288
68430481,20.9393169,-73.6754268
68430501,20.97406,-73.67466
68430204,20.9474025,-73.6700986
68430382,20.9424711,-73.6755545
68429948,20.96782,-73.6779
68430169,25.0856349,-77.3187927
68430135,20.9528247,-73.6731415
68607263,20.96197,-73.6782527
68430362,26.5480329,-78.7098569
68430116,20.96271,-73.6783163
60209359,20.97389,-73.67436
68430355,25.0857881,-77.3272856
68430071,26.5052321,-78.6626338
68430277,25.0858691,-77.3194613
116985881,20.9178383,-73.6563368
116987488,20.9409714,-73.6754064
