way_id,node_lat,node_lon
38045211,13.494788,-89.4062634
117963509,13.6756442,-89.2499544
38045198,13.7019905,-89.230811
138543407,13.6696107,-89.2230025
117963522,13.7043217,-89.1974283
139809833,13.7065785,-89.1978688
138665808,13.6796857,-89.2275477
137924530,13.7045834,-89.197977
117963517,13.6781708,-89.2259199
139806962,13.6686285,-89.2273734
137924535,13.6930511,-89.2289395
53718323,13.6792704,-89.240413
140302576,13.6798783,-89.2405331
137926117,13.7042471,-89.1991587
141459581,13.6944906,-89.2034149
140155552,13.6732351,-89.2880046
139809835,13.6785889,-89.225798
140157599,13.6786431,-89.2394698
140081409,13.6666568,-89.222216
141584908,13.7117961,-89.2457878
140302570,13.7275465,-89.202747
140302594,13.6784097,-89.225928
140302587,13.6684038,-89.2263443
139809845,13.6864406,-89.2308352
140302572,13.4490758,-89.0453541
188375158,13.6669679,-89.2226766
139809855,13.6729056,-89.2600612
140303090,13.6880245,-89.2199856
138666460,13.6730061,-89.262757
142160439,13.7122067,-89.2074435
142077767,13.679337,-89.2410482
117963521,13.680753,-89.2239423
195787247,13.6773952,-89.2643186
182070637,13.6984383,-89.2105821
139809843,13.6739201,-89.2584317
188375152,13.6954509,-89.2304161
196948541,13.7027565,-89.2560725
142077770,13.6920638,-89.2068761
140081417,13.6806193,-89.2237393
39317397,13.6973613,-89.1934958
142077756,13.6730459,-89.2629449
196614665,13.6938318,-89.2289267
139809935,13.6749587,-89.2583801
142077763,13.7070611,-89.2114645
196949483,13.7024634,-89.1637147
137924533,13.725732,-89.3581499
140302596,13.6808747,-89.2237045
198103772,13.6889678,-89.238852
141584907,13.6931066,-89.2297288
196613971,13.6853515,-89.2231505
142160440,13.6922267,-89.2173061
142160437,13.6795958,-89.2642816
178904086,13.4409409,-89.0679746
142077761,13.6749638,-89.2435959
198109828,13.6945641,-89.2310442
198102480,14.1839956,-89.6674287
169017927,13.6932138,-89.2178594
140157587,13.6936841,-89.2290074
195787250,13.6809248,-89.223301
140302601,13.6809248,-89.223301
189429804,13.6988585,-89.1998127
188375148,13.6928992,-89.2372576
196949338,13.6776019,-89.2649208
140302569,13.6840176,-89.2366698
142044697,13.6916904,-89.2160521
142799749,13.4414241,-89.0649466
39401733,13.6774806,-89.2262864
188375149,13.698723,-89.2188096
142730849,13.7276327,-89.2033136
139808470,13.6596966,-89.2189517
138665803,13.4408964,-89.0665299
150678521,13.4493436,-89.0446181
138665800,13.6739397,-89.2592789
