osm_id,code,fclass,name,type
24601613,1500,building,,
32121949,1500,building,,
51533532,1500,building,,hotel
51533533,1500,building,,semidetached_house
51533534,1500,building,,semidetached_house
51533535,1500,building,,semidetached_house
51533536,1500,building,,semidetached_house
51533537,1500,building,,semidetached_house
51533538,1500,building,,semidetached_house
51533539,1500,building,,semidetached_house
51533541,1500,building,,semidetached_house
51533542,1500,building,,semidetached_house
51535847,1500,building,,
51535849,1500,building,International Terminal,
60209359,1500,building,Castaway Joe's/Grouper's Pavilion,
60438992,1500,building,,
66264346,1500,building,Bahamas Customs Department HQ,
66264358,1500,building,Ministry of Education HQ,
68429835,1500,building,,
68429841,1500,building,,
68429900,1500,building,,
68429928,1500,building,,
68429933,1500,building,,
68429934,1500,building,,
68429948,1500,building,,
68429951,1500,building,immigration,
68429953,1500,building,,
68429962,1500,building,,
68429981,1500,building,,
68430009,1500,building,,
68430019,1500,building,,
68430022,1500,building,,
68430034,1500,building,,
68430038,1500,building,,
68430061,1500,building,,
68430071,1500,building,,
68430080,1500,building,,
68430090,1500,building,,
68430091,1500,building,,
68430099,1500,building,,
68430109,1500,building,,
68430116,1500,building,,
68430134,1500,building,,
68430135,1500,building,,
68430145,1500,building,,
68430148,1500,building,,
68430149,1500,building,,
68430169,1500,building,,
68430191,1500,building,,
68430194,1500,building,,
68430200,1500,building,,
68430201,1500,building,,
68430204,1500,building,,
68430214,1500,building,,
68430220,1500,building,,
68430248,1500,building,,
68430263,1500,building,,
68430269,1500,building,,
68430270,1500,building,,
68430271,1500,building,,
68430277,1500,building,,
68430291,1500,building,,
68430312,1500,building,,
68430321,1500,building,,
68430342,1500,building,,
68430355,1500,building,,
68430362,1500,building,,
68430382,1500,building,,
68430385,1500,building,,
68430392,1500,building,,
68430408,1500,building,,
68430430,1500,building,,
68430436,1500,building,,
68430451,1500,building,,
68430463,1500,building,,
68430481,1500,building,,
68430489,1500,building,,
68430496,1500,building,,
68430501,1500,building,,
68430506,1500,building,,
68607168,1500,building,,
68607207,1500,building,,
68607225,1500,building,,
68607247,1500,building,,
68607252,1500,building,,
68607263,1500,building,Ingrham´s Variety Store,
68615867,1500,building,,
68615890,1500,building,,
68623376,1500,building,Mathew Town Prison (disused),
68623489,1500,building,,
80952812,1500,building,,school
116985878,1500,building,Coral Tower 2,hotel
116985879,1500,building,Coral Tower 3,hotel
116985881,1500,building,,
116985886,1500,building,Beach Tower,
116987486,1500,building,Atlantis Royal Towers,hotel
116987487,1500,building,The Cove Atlantis,hotel
116987488,1500,building,The Reef Atlantis,hotel
117085715,1500,building,,
117085716,1500,building,,
117085717,1500,building,,
117365984,1500,building,,
117365985,1500,building,,
117365986,1500,building,,
117365987,1500,building,,
117367358,1500,building,Lagoon Bar & Grill,commercial
117368090,1500,building,,
117368091,1500,building,,
117368116,1500,building,,
117368492,1500,building,,
117368494,1500,building,,
117368497,1500,building,,
117368499,1500,building,,
117368696,1500,building,,
117368889,1500,building,Fitness Center and Spa,
117369056,1500,building,,
117369331,1500,building,,
142831223,1500,building,,
142831224,1500,building,,
142831225,1500,building,,
142831227,1500,building,,
142831229,1500,building,,
142831231,1500,building,,
142831232,1500,building,,
142831233,1500,building,,
142831235,1500,building,,
142831238,1500,building,,
142831239,1500,building,,
142831241,1500,building,,
142831243,1500,building,,
142831246,1500,building,,
142831248,1500,building,,
142831249,1500,building,,
142831250,1500,building,,
142831251,1500,building,,
142831252,1500,building,,
142831253,1500,building,,
142831256,1500,building,,
142831257,1500,building,,
142831259,1500,building,,
142831260,1500,building,,
142831262,1500,building,,
142831263,1500,building,,
142831266,1500,building,,
142831267,1500,building,,
142831269,1500,building,,
142831270,1500,building,Bristol Wine and Spirits,
142831271,1500,building,,
142831272,1500,building,,
142831273,1500,building,,
142831274,1500,building,,
142831275,1500,building,,
142831276,1500,building,,
142831277,1500,building,,
142831278,1500,building,,
142831279,1500,building,,
142831280,1500,building,,
142831282,1500,building,,
142831283,1500,building,,
142831284,1500,building,,
142831285,1500,building,,
142831286,1500,building,,
142831287,1500,building,,
142831288,1500,building,,
142831290,1500,building,,
142831292,1500,building,,
142831293,1500,building,,
142831295,1500,building,,
142831296,1500,building,,
142831297,1500,building,,
142831298,1500,building,,
142831299,1500,building,Arawak Agency Customs Brokers,
142831300,1500,building,,
142831301,1500,building,,
142831302,1500,building,,
142831303,1500,building,,
142831304,1500,building,,
142831306,1500,building,,
142831307,1500,building,,
142831308,1500,building,,
142831309,1500,building,,
142831310,1500,building,,
142831311,1500,building,,
142831312,1500,building,,
142831314,1500,building,,
142831315,1500,building,,
142831316,1500,building,,
142831318,1500,building,,
142831319,1500,building,,
142831320,1500,building,,
142831322,1500,building,,
142831325,1500,building,BTC,
142831327,1500,building,,
142831328,1500,building,,
142831329,1500,building,,
142831330,1500,building,,
142831331,1500,building,,
142831332,1500,building,,
142831336,1500,building,,
142831338,1500,building,,
142831339,1500,building,,
142831342,1500,building,,
142831344,1500,building,,
142831346,1500,building,,
142831347,1500,building,,
142831351,1500,building,,
142831352,1500,building,,
142831354,1500,building,,
142831355,1500,building,,
142831356,1500,building,,
142831363,1500,building,,
142831364,1500,building,,
142831365,1500,building,,
142831367,1500,building,,
142831368,1500,building,,
142831372,1500,building,Islands,
142831373,1500,building,,
142831375,1500,building,,
142831376,1500,building,,
142831378,1500,building,,
142831379,1500,building,,
142831380,1500,building,,
142831382,1500,building,,
142831383,1500,building,,
142831385,1500,building,,
142831386,1500,building,,
142831388,1500,building,Insurance Management,
142831391,1500,building,,
142831392,1500,building,Memorial Plaza,
142831393,1500,building,,
142831394,1500,building,MediCentre,
142831395,1500,building,,
142831397,1500,building,,
142831401,1500,building,,
142831402,1500,building,,
142831404,1500,building,,
142831405,1500,building,,
142831406,1500,building,,
142831407,1500,building,,
142831410,1500,building,,
142831413,1500,building,,
142831415,1500,building,,
142831416,1500,building,,
142831418,1500,building,,
142831420,1500,building,,
142831421,1500,building,,
142831423,1500,building,,
142831425,1500,building,,
142831426,1500,building,,
163026808,1500,building,,
163026809,1500,building,,
174411358,1500,building,,
174411359,1500,building,,
174411360,1500,building,,
174411361,1500,building,,
174411369,1500,building,,
174411375,1500,building,,
174411377,1500,building,,
174411385,1500,building,,
174411386,1500,building,,
174412480,1500,building,,
174412481,1500,building,,
174412482,1500,building,,
174412483,1500,building,,
174412486,1500,building,,
174412487,1500,building,,
174412489,1500,building,,
174412490,1500,building,,
174412493,1500,building,,
174412495,1500,building,,
174594607,1500,building,Solomon’s Fresh Market,
177767397,1500,building,,grandstand
177767398,1500,building,,
177775300,1500,building,Domestic and Non U.S. Departure Terminal,
177867773,1500,building,,hotel
177867774,1500,building,,
177868549,1500,building,Lucayan Towers South,residential
177868550,1500,building,Lucayan Towers North,residential
177968651,1500,building,,
177968652,1500,building,The National Insurance Board Freeport Office Complex,office
177968653,1500,building,Freeport Post Office,
178002765,1500,building,Harbour House Towers,apartments
178002766,1500,building,,apartments
178002767,1500,building,,apartments
178002768,1500,building,,hotel
178198137,1500,building,,retail
178198359,1500,building,,
178210308,1500,building,Dolly Madison,retail
178210505,1500,building,Solomon's,warehouse
178231893,1500,building,,terrace
178231999,1500,building,G,residential
178234184,1500,building,Obera Beach,residential
178234186,1500,building,F,residential
178234627,1500,building,Harbour House,apartments
178234628,1500,building,Harbour House II,apartments
178238944,1500,building,B,residential
178249746,1500,building,,
2380312,1500,building,Jansel court,apartments
178332856,1500,building,,
178332858,1500,building,,
178332860,1500,building,,
178332862,1500,building,,
178332864,1500,building,,
178332865,1500,building,,
178332866,1500,building,,
178332867,1500,building,,
178332868,1500,building,,
178333569,1500,building,Cost Right,
178335906,1500,building,,
178335908,1500,building,,
178335910,1500,building,,
178335912,1500,building,,
178574422,1500,building,Taino Gardens,residential
178694871,1500,building,Kanari Isles,residential
178694872,1500,building,,residential
178695878,1500,building,,residential
178827463,1500,building,Taino Beach Resort and Club,
178827464,1500,building,,residential
178827465,1500,building,I,
178831794,1500,building,TruValue Kelly's Freeport Ltd.,
178831795,1500,building,Kelly's Freeport Ltd.,
178838153,1500,building,Insurance Management Bahamas Limited,
178838155,1500,building,,office
178838158,1500,building,,government
178844541,1500,building,,retail
178873973,1500,building,Arawak Hotel,
178875037,1500,building,,
178875041,1500,building,,
179069836,1500,building,Club Grand Bahama & Flamingo Bay,
179070051,1500,building,,residential
179073320,1500,building,,apartments
179073321,1500,building,,apartments
179073322,1500,building,,apartments
179219052,1500,building,,
179219053,1500,building,,
179219692,1500,building,Regent Centre East,retail
179219693,1500,building,Regent Centre West,
179219695,1500,building,,retail
179220308,1500,building,,
179221208,1500,building,,residential
179221215,1500,building,,residential
179221223,1500,building,,residential
179221225,1500,building,,residential
179221229,1500,building,,residential
179221230,1500,building,,residential
179274461,1500,building,Grafton Court,apartments
179275745,1500,building,,residential
179277775,1500,building,,residential
179277777,1500,building,,residential
179278291,1500,building,,
179544978,1500,building,,
179544979,1500,building,,
179544980,1500,building,,
179544981,1500,building,,
179544982,1500,building,,
179676924,1500,building,,residential
179676929,1500,building,,residential
179873540,1500,building,,
179873544,1500,building,LMR Mini Mall,retail
179873548,1500,building,,retail
179874712,1500,building,,retail
179875345,1500,building,Harold R. Degregory Complex,office
179909363,1500,building,,retail
2401238,1500,building,,
180175089,1500,building,,residential
180175910,1500,building,,detached
186513453,1500,building,Grand Lucayan,
186513456,1500,building,China Beach,hotel
188873327,1500,building,,
188873328,1500,building,,
188873329,1500,building,,
188873330,1500,building,,
188873331,1500,building,,
188873332,1500,building,,
188873333,1500,building,,
188873334,1500,building,,
188873335,1500,building,,
188873336,1500,building,,
188873337,1500,building,,
188941721,1500,building,,
188941722,1500,building,,
188941723,1500,building,,
188941724,1500,building,,
188941725,1500,building,,
188941726,1500,building,,
188941727,1500,building,,
188941728,1500,building,,
188941729,1500,building,,
188941730,1500,building,,
188941731,1500,building,,
188941732,1500,building,,
188941733,1500,building,,
188941734,1500,building,,
188941736,1500,building,,
188941737,1500,building,,
188941738,1500,building,,
