way_id,area
37109862,3009.7
47717816,1940.2
68674983,3296.4
71392277,4998.6
71456239,13247.0
37107114,67130.9
47215341,3276.0
71460844,1516.1
71457513,690.9
71457329,741.0
71834527,1156.0
71456887,788.7
73779600,2249.5
71392641,3270.7
47215311,5650.0
73897151,559.7
47215308,3142.5
56175577,1675.5
73897172,63.8
71439817,5408.2
56175305,2057.9
71393428,1308.2
47215299,34473.5
73897155,1419.3
73897154,70.3
68589361,2525.2
73897168,956.8
73897160,803.0
72656631,962.6
50485402,1665.5
74837707,901.5
73999683,956.1
71439864,2076.3
74839086,4142.2
71452223,3101.9
43071139,3651.0
74837715,2995.9
73897152,59.9
74461049,3935.7
73897169,239.5
71457449,717.8
73897166,585.6
73897159,740.4
71457383,711.3
71457099,867.1
73324343,3916.8
73897157,791.4
55984477,1623.6
74247295,4621.4
73897150,41.1
66793229,6449.5
73897180,156.6
71456932,697.2
75035141,3858.6
37109866,5388.8
73897165,170.2
73897153,197.2
71460380,936.0
75490178,183.4
73897174,44.8
46409562,690.3
73897173,50.2
74837706,528.7
74007342,511.9
72842924,164.8
73897175,950.3
75358402,1676.1
73897178,235.2
66756811,5028.9
66793228,9203.4
55686874,3850.0
72842925,187.2
55984413,4430.5
71456836,983.1
66794423,3647.3
55984775,7264.4
71438988,2186.2
65430256,7466.3
73897149,93.7
73897171,812.2
71458196,7174.1
74007749,1888.1
71457570,906.6
73897164,879.0
73897170,983.6
74461048,1478.7
73897167,522.9
73897179,58.9
75034182,3340.6
72842923,182.9
73897161,246.1
73897158,100.2
74462837,8307.1
74491361,1836.3
68674982,2047.6
73897156,59.2
71456766,939.9
68589354,2593.1
73897176,374.8
75698692,5495.4
77739601,2230.6
75701077,9379.3
82998949,1093.6
79107437,3545.6
88065467,866.0
82998966,4226.7
86685070,118.1
82998969,993.9
77739599,2771.3
82998960,4668.4
82998978,302.3
88080494,233.3
88080518,404.8
88080499,306.1
88065523,64.0
88080515,563.7
88080493,215.1
88080505,333.5
82998936,4639.3
77739592,5135.1
82998965,3375.5
88080509,396.4
77739593,2069.8
76159722,5111.5
77739603,2406.9
88080523,484.9
88080524,476.3
88080540,274.1
88080503,404.1
82998974,1805.1
82998983,2242.2
88065519,884.5
88086854,897.4
78542168,2059.8
88065459,797.4
88080527,282.7
88080531,491.8
88065504,990.6
88065491,767.5
88065462,856.4
88080489,207.0
88080488,445.6
88080510,232.1
88086862,87.3
88086860,728.7
88080508,209.2
74654873,1156.0
88092558,345.6
88086868,553.9
88086873,71.8
88268368,2573.3
88092554,185.7
88080519,332.6
88086877,3658.4
88080537,199.8
88080532,264.5
88086876,253.7
88090972,209.0
88268374,329.2
88091001,545.6
88086867,497.8
88106359,8310.9
88090997,286.3
88268380,59.1
88268897,390.0
88241150,891.6
88273842,312.7
88268891,401.8
88273830,382.2
88273843,196.1
88268892,367.4
88273838,121.7
88244541,162.0
88090990,115.3
88445181,857.6
88445175,342.7
88273847,552.2
88445178,211.2
88273850,169.3
88273832,363.8
88445171,483.4
88268888,353.8
88273844,988.2
88445176,98.5
88090950,705.5
88274074,387.8
88445172,39.3
88445173,425.2
88274073,182.0
88445177,4275.1
88241163,842.4
88445182,1650.9
88273834,507.4
88268371,520.8
88268378,1173.1
88273841,342.9
88273839,188.4
88273845,308.2
88445179,217.8
88445184,220.6
88447003,250.9
88447002,266.4
88445197,140.2
88445186,197.1
88447671,405.0
88445185,179.9
88446998,2214.8
88726213,582.2
89482819,397.3
88447680,362.2
88447676,519.1
88447673,360.5
88447682,431.2
88447677,368.3
88447681,397.8
88447679,357.9
89482842,402.7
89482831,492.2
88447674,359.5
89610769,728.9
88447678,360.2
89866938,402.8
88446997,468.0
89610764,566.1
88447001,643.6
89610760,208.3
89866941,385.4
89866936,597.0
89482828,554.8
93077197,327.4
88447683,353.8
93410967,944.5
96705836,1416.3
92992513,1157.7
89482822,362.9
92713072,7810.8
92992514,1439.0
93077198,100.5
91903057,7315.4
93368229,1606.4
93406586,11375.1
89866934,146.4
93410898,4110.7
92290926,5698.0
98391729,1079.4
99021690,889.1
96957103,39.4
98390978,395.2
89868592,5652.6
98075081,723.6
98392880,616.3
92784933,3961.1
97513548,480.2
97790370,13831.3
91904218,24343.8
101886860,397.0
99021684,948.2
89610767,704.8
92994814,8134.3
101886872,450.9
88445189,212.0
89866940,89.1
93368228,1378.6
101886861,425.2
99494642,8533.0
101886867,382.4
92972808,1122.8
93411062,511.9
92804832,436.0
93368216,1026.8
101886875,417.4
101886945,344.9
92290923,6704.8
93410899,2018.0
101886972,433.2
101886977,439.3
101886888,391.8
101886975,7118.6
