way_id,*nodes_id
156596495,1688262916,1688262908,1688262849,1688262740,1688262916
156596527,1688262792,1688262540,1688262889,1688262574,1688262792
157457099,1696723791,1696723793,1696723807,1696723826,1696723868,1696723892,1696723990,1696724060,1696724064,1696724042,1696724036,1696724035,1696724017,1696723993,1696723948,1696723791
157457103,1696724302,1696724301,1696724249,1696724251,1696724213,1696724217,1696724158,1696724159,1696724163,1696724169,1696724222,1696724219,1696724258,1696724255,1696724306,1696724304,1696724302
156596508,1688262414,1688262780,1688262765,1688262758,1688262414
157457095,1696723072,1696723046,1696723053,1696723058,1696723060,1696723065,1696723063,1696723073,1696723074,1696723077,1696723075,1696723070,1696723072
156596526,1688262337,1688262278,1688262382,1688262365,1688262337
157457181,1696723596,1696723624,1696723665,1696723654,1696723596
157457130,1696723005,1696723007,1696723035,1696723034,1696723005
157457169,1696723597,1696723627,1696723668,1696723655,1696723597
157457156,1696724783,1696724822,1696724863,1696724826,1696724783
157457092,1696724516,1696724498,1696724539,1696724576,1696724566,1696724541,1696724484,1696724507,1696724451,1696724404,1696724446,1696724467,1696724516
157457089,1696724099,1696724084,1696723930,1696724055,1696724081,1696724069,1696724104,1696724114,1696724201,4112476107,4112476104,4112476100,4112476096,1696724101,1696724099
157457117,1696723240,1696723238,1696723215,1696723216,1696723240
157457087,1696723629,1696723703,1696723725,1696723700,2080910121,2080910122,1696724023,1696723837,1696723607,1696723604,1696723551,1696723570,1696723629
157457198,1696723304,1696723350,1696723315,1696723266,1696723262,1696723272,1696723353,1696723381,1696723304
157457141,1696723483,1696723481,1696723456,1696723461,1696723483
157457108,1696723714,1696723717,1696723748,1696723745,1696723798,1696723799,1696723845,1696723848,1696723897,1696723894,1696723945,1696723943,1696723933,1696723924,1696723872,1696723874,1696723850,1696723853,1696723839,1696723842,1696723797,1696723795,1696723758,1696723759,1696723752,1696723750,1696723722,1696723724,1696723711,1696723708,1696723632,1696723631,1696723600,1696723602,1696723606,1696723658,1696723657,1696723714
157457118,1696724892,1696724859,1696724829,1696724866,1696724892
157457127,1696723595,1696723612,1696723662,1696723639,1696723595
157457112,1696723347,1696723345,1696723280,1696723299,1696723347
157457189,1696722999,1696723017,1696723019,1696723003,1696723000,3014700575,3014700577,3014700576,1696722998,1696722999
156596529,1688262472,1688262807,1688262335,1688262477,1688262472
157457174,1696724554,1696724572,1696724504,1696724500,1696724554
157457136,1696724869,1696724893,1696724927,1696724916,1696724869
125358312,2590284276,1392626494,2079395473,2079395474,2079395479,2079395477,1392626470,1392626489,2590284276
126559166,1402680188,1402680209,1402680224,1402680228,1402680210,1402680190,1402680191,1402680183,1402680216,1402680208,1402680201,1402680225,1402680199,1402680200,1402680195,1402680193,1402680188
157457166,1696723573,1696723572,1696723625,1696723626,1696723573
157457107,1696724440,1696724415,1696724369,1696724372,1696724298,1696724350,1696724374,1696724405,1696724448,1696724434,1696724443,1696724449,1696724534,1696724505,1696724547,1696724473,1696724440
156596516,1688262828,1688262882,1688262907,1688262565,1688262909,1688262828
151304325,1641263400,1641263337,2085113048,2085113050,2085113047,2085113046,1641263743,1641263329,1641263400
156596504,1688262208,1688262385,1688262570,1688262317,1688262340,1688262767,1688262782,1688262208
157457161,1696723187,1696723214,1696723231,1696723218,1696723187
157457182,1696724299,1696724352,1696724465,1696724406,1696724299
125359106,1392627499,7492728791,1392627498,1392627480,1392627477,1392627503,1392627461,1392627506,1392627458,7492728790,1392627463,1392627470,1392627466,1392627504,1392627494,2152925107,1392627488,7467567337,1392627490,1392627455,1392627512,1392627462,1392627456,1392627460,7492728793,1392627483,1392627486,1392627510,1392627492,1392627495,1392627479,1392627469,1392627496,1392627473,7492728792,1392627500,2841528637,1392627499
157457188,1696723217,1696723219,1696723237,1696723233,1696723217
157457125,1696723033,1696723023,1696723011,1696723015,1696723033
157457150,1696724337,1696724371,1696724409,1696724380,1696724337
157457154,1696723754,1696723753,1696723801,1696723804,1696723754
157457139,1696724898,1696724901,1696724959,1696724958,1696724898
157457192,1696724885,1696724883,1696724887,1696724867,1696724780,1696724788,1696724885
156568703,1687953935,1687953956,1687953962,1687953951,1687953935
157457179,1696723896,2080910122,2080910121,1696723785,1696723896
157457158,1696723309,1696723264,1696723228,1696723243,1696723309
157457143,1696723545,1696723541,1696723514,1696723519,1696723545
157457111,1696723278,1696723339,1696723322,1696723270,1696723278
157457186,1696723995,1696724073,1696724291,1696724172,1696723995
156596522,1688262911,1688262690,1688262360,1688262446,1688262911
157457134,1696723936,1696723761,1696723763,1696723939,1696723936
157457167,1696724402,1696724411,1696724339,1696724332,1696724402
157457194,1696724612,1696724627,1696724635,1696724641,1696724605,1696724597,1696724604,1696724599,1696724612
157457142,1696723594,1696723609,1696723660,1696723637,1696723594
157457146,1696724413,1696724373,1696724309,1696724338,1696724413
157457176,1696724232,1696724123,1696724120,1696724230,1696724232
157457160,1696723539,1696723457,1696723455,1696723537,1696723539
157457110,1696724601,1696724613,1696724640,1696724629,1696724601
