way_id,*nodes_id
37013309,430457895,430457897,430457898,430457896,430457895
37010177,430420782,430420784,4100642338,4100642341,4100642343,4100642342,4100642344,4100642345,4100642340,4100642339,430420785,4698679084,4698679085,430420783,430420782
37015833,430517792,430517797,430517799,430517795,430517792
37053682,430935538,430935543,430935546,430935540,430935538
37013317,430457949,430457951,430457952,430457950,430457949
37023665,430592915,430592917,430592918,430592916,430592915
37087478,431325915,431325917,431325918,431325916,431325915
37015818,430517709,430517713,430517715,430517711,430517709
37086784,431319748,431319750,431319751,431319749,431319748
37013316,430457931,430457932,4100642289,4100642292,430457933,4100642291,4100642290,4315944865,4315944864,4315944866,430457934,4315944863,4315944862,430457935,430457936,430457937,430457938,4315944861,430457939,430457941,4315944860,4315944859,4315944858,430457942,430457943,430457944,430457947,430457948,430457931
37086826,431319926,431319928,431319929,431319927,431319926
37053690,430935620,430935624,430935625,430935622,430935620
37015809,430517658,430517668,430517670,430517666,430517658
37013312,430457912,430457914,430457915,430457913,430457912
37086825,431319922,431319924,431319925,431319923,431319922
37053628,430935191,430935195,430935196,430935193,430935191
37013310,430457899,430457900,430457901,430457902,430457903,430457905,430457906,430457907,430457899
37086797,431319793,431319794,431319791,431319792,431319793
37053639,430935264,430935268,430935270,430935267,430935264
37086794,431319779,431319781,431319782,431319780,431319779
37010087,430420513,430420515,430420516,430420514,430420513
37010162,430420730,430420732,430420733,430420731,430420730
37086817,431319893,431319895,431319896,431319894,431319893
37053681,430935532,430935536,430935537,430935534,430935532
37086778,431319720,431319741,431319742,431319740,431319720
37086800,431319804,431319806,431319808,431319805,431319804
37087477,431325911,431325913,431325914,431325912,431325911
37086806,431319836,431319838,431319839,431319840,431319841,431319843,431319844,431319848,431319836
37086818,431319897,431319899,431319900,431319898,431319897
37015825,430517752,430517755,430517756,430517753,430517752
37086802,431319813,431319816,7243567878,7243567877,7243608599,431319818,7243608598,431319815,431319813
37015820,430517717,430517721,430517724,430517719,430517717
